pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
HD 180314 b,HD 180314,394.73,,
nu Oph b,nu Oph,529.93,,
TOI-1249 b,TOI-1249,13.079151,2458694.3804,0.0021
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,2459231.1,1.3
nu Oph c,nu Oph,3180.6,,
HD 5608 b,HD 5608,768.7,,
75 Cet b,75 Cet,696.62,,
HD 28254 b,HD 28254,1333.0,,
omi UMa b,omi UMa,1569.81,,
TOI-6330 b,TOI-6330,6.8500246,2459901.36114,0.00021
Teegarden's Star b,Teegarden's Star,4.90634,,
V1298 Tau e,V1298 Tau,53.5,2459481.7967,
Teegarden's Star c,Teegarden's Star,11.416,,
ome Ser b,ome Ser,278.59,,
HD 112570 b,HD 112570,2615.0,,
Teegarden's Star d,Teegarden's Star,26.13,,
HD 73256 c,HD 73256,2690.0,,
HD 14067 b,HD 14067,2744.0,,
HD 120084 b,HD 120084,2142.0,,
gam Lib b,gam Lib,414.88,,
HD 154391 b,HD 154391,5163.0,,
TOI-969 c,TOI-969,1700.0,2460640.0,260.0
Kepler-23 c,Kepler-23,10.74,2454966.2867,0.00125
WASP-163 b,WASP-163,1.6096884,2457918.462,0.0004
WASP-150 b,WASP-150,5.644207,2457217.2614,0.0004
TOI-907.01,TOI-907,4.5849129,2458627.05684,0.00083212
Kepler-57 c,Kepler-57,11.6,2454966.99324,0.00175
Kepler-305 d,Kepler-305,16.74,2455192.41655,0.00313
TOI-2084 b,TOI-2084,6.0784247,2458741.07323,0.00065
Kepler-28 b,Kepler-28,5.91,2455005.18429,0.000799
TOI-2525 c,TOI-2525,49.2519,2458335.4118,0.0014
TOI-3321 b,TOI-3321,3.6525145,2458940.81751,0.00039
TIC 46432937 b,TIC 46432937,1.44044527,2459952.28894,3.9e-05
TOI-1136 b,TOI-1136,4.1727,2458684.7,0.1
Kepler-28 c,Kepler-28,8.99,2455008.68418,0.0012
HD 332231 b,HD 332231,18.712024,2458692.2582,0.00071
TOI-1807 b,TOI-1807,0.54937097,2458899.345,0.00038
NGTS-26 b,NGTS-26,4.5199279,2457756.8314,0.0014
TOI-1630.01,TOI-1630,12.055734733,2459931.22472,0.00091
TOI-1659.01,TOI-1659,5.877556328,2459757.3568,0.0012
TOI-2095 c,TOI-2095,28.17232,2459239.5625,0.0024
TOI-5789 c,TOI-5789,12.927748,2460151.15868,0.00049
TOI-5789 b,TOI-5789,2.76369,2460358.054,0.062
2MASS J11550485-7919108 b,2MASS J11550485-7919108,,,
TOI-6016 b,TOI-6016,4.023687,2459877.793,0.0003
HAT-P-52 b,HAT-P-52,2.7535953,2455852.10326,0.00041
G 196-3 b,G 196-3,,,
TIC 365102760 b,TIC 365102760,4.21285367,2458684.146,0.011
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,,,
HAT-P-60 b,HAT-P-60,4.7947813,2458360.94029,0.00056
TOI-1294 b,TOI-1294,3.915292,2459393.00711,0.00066
TOI-1669 c,TOI-1669,2.6800535,2458816.94479,0.00083
TOI-1811 b,TOI-1811,3.7130765,2459126.36846,0.00017
TOI-1823 b,TOI-1823,38.8,2459645.70502,0.00071
TIC 139270665 c,TIC 139270665,1010.0,2460042.0,14.0
TIC 139270665 b,TIC 139270665,23.624,2459592.36614,0.00096
Kepler-43 b,Kepler-43,3.0240949,2454965.41624,2e-05
TOI-3364 b,TOI-3364,5.8768918,2459090.99481,0.0004
TOI-6029 b,TOI-6029,5.7987,2459667.067,0.015
HAT-P-69 b,HAT-P-69,4.7869491,2458495.78861,0.00072
TOI-1266 c,TOI-1266,18.8027,2458689.9588,0.0028
HD 48948 c,HD 48948,38.06,,
TOI-1346 b,TOI-1346,1.7622538,2459978.0239,0.0022
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,,,
GJ 900 b,GJ 900 A,,,
TOI-2580 b,TOI-2580,3.39775,2458839.4534,0.0005
TOI-3464 b,TOI-3464,3.6515568,2459703.56516,0.0008
HD 76920 b,HD 76920,415.891,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,,,
Kepler-448 c,KOI-12,2500.0,,
TOI-849 b,TOI-849,0.765548,2458871.6812,0.0083
HIP 39017 b,HIP 39017,31000.0,,
HIP 54515 b,HIP 54515,33000.0,,
HD 72659 c,HD 72659,35500.0,,
TOI-1410.01,TOI-1410,1.21687,2458739.72931,0.00071
Kepler-24 c,Kepler-24,12.33,2454970.58738,3.6e-05
TOI-1846 b,TOI-1846,3.9306737,2459565.95523,0.00032
TOI-2345 c,TOI-2345,21.064302,2459120.3007,0.0014
TOI-3523 A b,TOI-3523 A,2.30458952,2460417.45562,0.00014
Kepler-24 b,Kepler-24,8.14,2454973.569084,2e-05
TOI-6041 b,TOI-6041,26.04945,2459890.1062,0.0086
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,,,
2MASS J0249-0557 c,2MASS J0249-0557 A,,,
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,,,
K2-203 b,K2-203,9.6952,2457435.4189,0.0037
TOI-1742 b,TOI-1742,21.269084,2458725.3518,0.0021
Gaia22dkvL b,Gaia22dkvL,,,
TOI-2134 c,TOI-2134,95.5,2459718.96939,0.0002
TOI-2120 b,TOI-2120,5.7998164,2458795.82368,0.00041
K2-208 b,K2-208,4.19097,2457430.039,0.0016
K2-225 b,K2-225,15.8723,2457619.1111,0.0031
TOI-6054.01,TOI-6054,7.501428,2458817.909,0.059
WASP-168 b,WASP-168,4.153658,2457424.5278,0.0004
WASP-126 c,WASP-126,7.63,,
HD 95338 b,HD 95338,55.082694,2458585.28087,0.0005
NGTS-12 b,NGTS-12,7.532806,2458572.8549,0.0017
K2-7 b,K2-7,28.6781,2456853.2946,0.0046
K2-226 b,K2-226,3.27109,2457620.0082,0.002
eps Ind A b,eps Ind A,16510.0,,
TOI-2382 b,TOI-2382,4.6612061,2459215.4585,0.00044
NGTS-31 b,NGTS-31,4.162734,2459039.1615,0.0004
WASP-173 A b,WASP-173 A,1.38665318,2457288.8585,0.0002
LP 890-9 c,LP 890-9,8.457463,2459520.70598,0.00031
TOI-1203.01,TOI-1203,25.502672,2458553.0711,0.0012
TOI-837 b,TOI-837,8.3249113,2459356.81398,0.00025
WASP-47 b,WASP-47,4.159151,2459407.761987,2e-07
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,,
BD-17 63 b,BD-17 63,655.57,,
TOI-1859 b,TOI-1859,63.48347,2458662.6558,0.0014
TIC 4672985 b,TIC 4672985,69.048,2458429.8577,0.0018
TOI-2803 A b,TOI-2803 A,1.96229325,2459207.6864,0.00022
K2-57 b,K2-57,9.0073,2457011.3568,0.0023
CoRoT-12 b,CoRoT-12,2.828042,2454398.62707,0.00036
WASP-160 B b,WASP-160 B,3.7684952,2457383.65494,0.00021
TOI-132 b,TOI-132,2.1097019,2458333.23095,0.00094
TOI-700 d,TOI-700,37.42396,2458816.9952,0.0011
TOI-892 b,TOI-892,10.62656,2458475.689,0.002
TOI-1272 c,TOI-1272,8.6811,2458885.39,0.29
TOI-1135 b,TOI-1135,8.0277283,2460658.97426,0.0001845
TOI-1898 b,TOI-1898,45.52234,2458894.2511,0.0008
TOI-2169 A b,TOI-2169 A,8.2148282,2459732.67384,0.0005
TOI-2407 b,TOI-2407,2.702969,2459149.0561,0.0003
TOI-2876 b,TOI-2876,6.2996431,2459109.77217,0.00044
TOI-2886 b,TOI-2886,1.60200105,2459311.01449,0.00014
WASP-155 b,WASP-155,3.110413,2459852.08494,0.00041
LHS 1815 b,LHS 1815,3.814334,2458327.4161,0.0044
HD 75898 c,HD 75898,6717.0,2452005.65,0.35
Kepler-963 c,Kepler-963,0.919783,2454832.901,0.003
TOI-654.01,TOI-654,1.527561,2459243.0584,0.0003
TOI-669 b,TOI-669,3.945152,2458546.1419,0.0025
TOI-1782.01,TOI-1782,4.987641028,2459635.7331,0.0011
TOI-1937 A b,TOI-1937 A,0.94667944,2459085.91023,0.00012
Kepler-1489 c,Kepler-1489,0.680741,2454832.96,0.003
HD 86728 b,HD 86728,31.1515,2459260.69,0.51
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,,,
TOI-5076 b,TOI-5076,23.443162,2460204.0018,0.0014
TOI-5398 c,TOI-5398,4.77271,2459628.61781,0.0009
XO-2 N b,XO-2 N,2.61586178,2454508.73829,0.00014
KELT-6 b,KELT-6,7.8457,2457218.65874,0.00034
Gliese 12 b,Gliese 12,12.761408,2459497.1865,0.0026
Kepler-485 b,Kepler-485,3.243259796,2454966.6690442,4.64e-05
CoRoT-19 b,CoRoT-19,3.89713,2455257.44102,0.0006
Kepler-222 d,Kepler-222,28.081912,2455027.91404,0.00129
TOI-1899 b,TOI-1899,29.090312,2458711.959171,0.001116
HIP 67522 b,HIP 67522,6.9594731,2458604.02376,0.00033
TOI-122 b,TOI-122,5.07803,2458425.602564,0.00063
TOI-1782.02,TOI-1782,1.829024227,2459632.81673,0.00056
TOI-2005 b,TOI-2005,17.305904,2458549.8376,0.0011
TOI-2236 b,TOI-2236,3.5315902,2459011.45704,0.00023
TOI-2447 b,TOI-2447,69.33684,2459168.98798,0.00063
TOI-2969 b,TOI-2969,1.8237146,2459303.30015,9e-05
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,,,
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,,,
HAT-P-40 b,HAT-P-40,4.45724,2456651.13368,0.00042
Gaia-5 b,Gaia-5,358.62,,
GJ 1289 b,GJ 1289,111.74,2459403.2,3.1
TOI-1199 b,TOI-1199,3.671463,2459420.5376,0.0004
HD 87816 c,HD 87816,7596.0,,
HD 94890 b,HD 94890,824.61,,
TOI-2010 b,TOI-2010,141.834025,2458712.30168,0.00042
HD 94890 c,HD 94890,2492.19,,
TIC 434398831 b,TIC 434398831,3.685504,2458468.635,0.0026
TIC 434398831 c,TIC 434398831,6.210291,2458470.6239,0.0036
TOI-712 b,TOI-712,9.531361,2458757.26886,0.00068
K2-360 c,EPIC 201595106,9.79692,,
EPIC 201595106 b,EPIC 201595106,0.87724,2457583.04429,0.00157
TOI-2322 c,TOI-2322,20.225528,2459037.4161,0.0014
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,,,
GJ 581 e,GJ 581,3.1481,,
Kepler-279 e,Kepler-279,98.3531,2455050.883,0.014
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,,,
nu Oct A b,nu Oct A,402.4,,
LHS 1478 b,LHS 1478,1.9495378,2458786.75425,0.00042
TOI-782 b,TOI-782,8.0240015,2458577.04189,0.00085
HIP 9618 c,HIP 9618,52.56363,2458779.1904,0.0014
KOBE-1 b,KOBE-1,8.5399,2459484.26,0.29
Gl 725 A b,Gl 725 A,11.2201,,
KOBE-1 c,KOBE-1,29.671,2459448.2,1.2
G 261-6 b,G 261-6,5.4536,2459345.14,0.22
G 192-15 b,G 192-15,2.27476,2457851.82,0.23
TOI-5817 b,TOI-5817,15.61031,2459799.3065,0.0029
TOI-6324 b,TOI-6324,0.279221,2458739.97928,0.00068
WASP-22 b,WASP-22,3.53269,2456850.43601,0.00015
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,14200.0,,
K2-371 b,K2-371,3.114905,2457141.4176,0.0001
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,,,
GJ 3998 c,GJ 3998,13.727,2460196.96,0.7
Kepler-105 b,Kepler-105,5.4122034,2454955.3186,0.0002
Kepler-105 c,Kepler-105,7.12592,2454957.753,0.0001
NGTS-35 b,NGTS-35,25.241192,2459334.02963,0.00053
TOI-1294 c,TOI-1294,159.9,2459194.4,3.1
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,,,
Kepler-1656 b,Kepler-1656,31.562,2455011.47,0.9
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,,,
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,,,
ZTF J1828+2308 b,ZTF J1828+2308,0.1120067,2460431.6494044,2e-07
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,,,
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,,,
TOI-406 c,TOI-406,3.307441,2458385.388,0.002
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,,,
Barnard d,Barnard's star,2.3402,,
K2-271 b,K2-271,8.562421,2457149.71271,0.00053
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,,,
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,,,
K2-214 b,K2-214,8.59656,2457396.6009,0.0023
Kepler-391 c,Kepler-391,20.501,2455696.9123,0.0085
TOI-238 b,TOI-238,1.273099,2460205.7524,0.0011
K2-220 b,K2-220,13.68186,2457401.2729,0.0025
TOI-4562 c,TOI-4562,3990.0,,
Kepler-450 b,Kepler-450,28.454851,2455009.70618,0.00017807
Kepler-407 b,Kepler-407,0.6693124,2454967.12007,0.0004
BEBOP-3 b,BEBOP-3,547.0,,
K2-37 c,K2-37,6.42966,2456898.8548,0.0012
Kepler-134 b,Kepler-134,5.317429,2455004.87608,0.00077
K2-37 d,K2-37,14.09229,2456907.2331,0.0014
WASP-85 A b,WASP-85 A,2.6556777,2456847.472856,1.4e-05
TOI-1227 b,TOI-1227,27.36397,2458617.4621,0.0016
HD 207496 b,HD 207496,6.441008,2458658.78978,0.0005
GJ 806 b,GJ 806,0.9263237,2459445.57371,0.00015
HD 73344 c,HD 73344,65.94,2455482.98,0.92
GJ 317 b,GJ 317,695.69,2458089.4,1.7
GJ 463 b,GJ 463,3459.0,2454313.0,28.0
GJ 9773 b,GJ 9773,2965.0,2459362.0,18.0
Kepler-228 c,Kepler-228,4.134444,2455005.97678,0.0023
HD 15906 c,HD 15906,21.583298,2457430.8296,0.0027
HD 28471 b,HD 28471,3.1649,2452945.806,
Kepler-725 b,Kepler-725,39.64372,2455039.5974,0.0011
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,,,
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,,,
K2-233 c,K2-233,7.06024,2457586.862,0.027
WISPIT 2 b,WISPIT 2,,,
WISPIT 1 c,WISPIT 1,,,
KOI-134 c,KOI-134,33.95,,
TOI-4600 c,TOI-4600,482.8191,2459751.6008,0.002
Kepler-103 c,Kepler-103,179.60978,2455667.15973,0.00044
TOI-1472 c,TOI-1472,15.5381747,2459689.93567,0.00012
Kepler-495 c,Kepler-495,5.896609783,2454967.03046,0.00701
Kepler-103 b,Kepler-103,15.9653287,2455677.65243,0.00028
Kepler-278 b,Kepler-278,30.1556,2455695.3727,0.0036
HD 224018 b,HD 224018,10.6413,2457762.98,0.24
Kepler-391 b,Kepler-391,7.4175,2455690.3959,0.013
HD 93963 A b,HD 93963 A,1.0376109,2459635.926,0.003
KOI-351 h,KOI-351,331.60296,2454973.50056,0.00084
K2-406 b,K2-406,22.549406,2458010.3895,0.0025
TOI-6695 c,TOI-6695,242.4,,
Kepler-93 b,Kepler-93,4.72673978,2454944.29227,0.00013
Kepler-166 d,Kepler-166,1.554003928,2455002.830478,0.000704
Kepler-1732 b,Kepler-1732,32.31240082,2454966.8627,0.00448
Kepler-1026 b,Kepler-1026,36.5156053,2454984.29218,0.00234
K2-175 b,K2-175,9.525988,2457073.27684,0.004524
K2-176 b,K2-176,5.329439,2457066.78593,0.003736
K2-177 b,K2-177,14.155185,2457070.08022,0.007105
Kepler-9 d,Kepler-9,1.592851,2455015.0943,0.0018
SWEEPS-4 b,SWEEPS-4,4.2,,
K2-183 b,K2-183,0.469285,2457196.91237,0.0019
K2-341 b,K2-341,36.552551,2457152.708694,0.002195
K2-263 b,K2-263,50.818947,2458111.1274,0.0012
K2-187 e,K2-187,13.606629,2457155.08495,0.0031
K2-189 b,K2-189,2.58812,2457222.1466,0.0019
Kepler-257 d,Kepler-257,24.664551,2455022.02052,0.00102
Kepler-42 b,Kepler-42,1.2137672,2455003.48329,0.00054
K2-381 c,K2-381,16.034656,2457304.2916,0.003
K2-199 b,K2-199,3.2253993,2457218.73733,0.00051
K2-151 b,K2-151,3.835476,2457395.23735,0.00277
Kepler-197 b,Kepler-197,5.599308,2455004.47282,0.00221
K2-157 b,K2-157,0.3652575,2457582.822,0.0041
eps Tau b,eps Tau,585.82,,
HD 109749 b,HD 109749,5.239891,,
gam Cep b,gam Cep,913.0,2453117.0,18.0
TOI-128.01,TOI-128,4.9404681,2460175.867159,0.0012993
HD 111232 b,HD 111232,1169.13202,,
51 Peg b,51 Peg,4.230785,2455705.001,0.006
4 UMa b,4 UMa,270.27,,
GJ 433 b,GJ 433,7.3705,,
Kepler-65 c,Kepler-65,5.859944,2454965.0391,0.0003
Kepler-7 b,Kepler-7,4.8854892,2454967.27687,3e-05
KOI-12 b,KOI-12,17.855182,2454979.59635,2.88e-05
HD 116029 b,HD 116029,670.0,,
GJ 676 A b,GJ 676 A,1051.44521,,
HD 117618 b,HD 117618,25.8,,
7 CMa b,7 CMa,735.1,,
HD 125612 d,HD 125612,2822.72698,,
AB Pic b,AB Pic,,,
GJ 581 b,GJ 581,5.3686,2454724.631,0.043
HD 11977 b,HD 11977,711.0,,
BD-10 3166 b,BD-10 3166,3.48777,2451705.963,0.031
GJ 581 c,GJ 581,12.9211,2455183.69,0.46
BD+14 4559 b,BD+14 4559,268.94,,
GJ 876 c,GJ 876,30.0881,2453029.298,0.049
HD 101930 b,HD 101930,70.46,,
BD+20 2457 c,BD+20 2457,621.99,,
Kepler-40 b,Kepler-40,6.87349,2455005.5198,0.0024
GSC 06214-00210 b,GSC 06214-00210,,,
Kepler-123 b,Kepler-123,17.232366,2454968.09113,0.00193
CoRoT-7 c,CoRoT-7,3.698,2454445.0,0.7
HD 108147 b,HD 108147,10.8985,,
HD 108874 b,HD 108874,394.48123,2453527.5,2.7
K2-383 b,K2-383,1.865962,2457302.0928,0.0016
CT Cha b,CT Cha,,,
Kepler-6 b,Kepler-6,3.2346996,2454954.486528,9e-06
HD 136418 b,HD 136418,464.29999,,
HD 164509 b,HD 164509,280.17,,
HD 164604 b,HD 164604,641.472,,
Kepler-267 b,Kepler-267,3.353728,2454967.86887,0.00112
HD 192699 b,HD 192699,340.94,,
HD 145377 b,HD 145377,103.95,,
HD 196050 b,HD 196050,1392.0,,
HD 147018 b,HD 147018,44.236,,
HD 20003 b,HD 20003,11.8482,,
Kepler-1713 b,Kepler-1713,18.01160049,2455018.09162,0.00238
HD 196885 A b,HD 196885 A,1333.0,,
HD 149143 b,HD 149143,4.07182,,
HD 126614 b,HD 126614,1257.25303,2457930.0,50.0
HD 152581 b,HD 152581,686.5,,
HD 177830 b,HD 177830,410.10001,2455452.4,2.1
HD 128311 c,HD 128311,921.538,2455219.0,19.0
HD 154672 b,HD 154672,163.94,,
HD 178911 B b,HD 178911 B,71.484,2450292.68,0.16
HD 155358 b,HD 155358,194.3,,
HD 13189 b,HD 13189,471.60001,,
HD 131496 b,HD 131496,896.0,,
HD 156668 b,HD 156668,4.6455,2455201.6,0.15
HD 134060 c,HD 134060,1291.5646,,
HD 158038 b,HD 158038,521.0,,
HD 187085 b,HD 187085,1019.74,,
24 Sex b,24 Sex,452.8,,
HD 206610 b,HD 206610,673.2,,
HD 63454 b,HD 63454,2.81805,,
HD 62509 b,HD 62509,589.64,,
K2-27 b,K2-27,6.771347,2456812.8447,0.00036
HD 20781 c,HD 20781,13.8905,,
HD 285968 b,HD 285968,8.7836,2455191.0,0.33
HD 63765 b,HD 63765,358.0,,
HD 28678 b,HD 28678,380.2,,
HD 70642 b,HD 70642,2124.54,,
HD 30562 b,HD 30562,1157.0,,
HD 73267 b,HD 73267,1257.99159,,
HD 210702 b,HD 210702,355.5,,
HD 212771 b,HD 212771,380.7,,
HD 31527 c,HD 31527,51.2053,,
HD 31527 d,HD 31527,271.6737,,
HD 31527 b,HD 31527,16.5535,,
HIP 111909 b,HIP 111909,487.08,,
HD 32518 b,HD 32518,157.35,,
HD 216435 b,HD 216435,1311.0,,
HD 216437 b,HD 216437,1359.0,,
HD 82886 b,HD 82886,705.0,,
HD 8574 b,HD 8574,227.0,2453548.1,2.4
HD 86081 b,HD 86081,2.1378431,,
HD 37124 d,HD 37124,1862.0,2454455.0,48.0
HD 9446 c,HD 9446,192.9,,
HD 96063 b,HD 96063,362.5,,
HD 8673 b,HD 8673,1644.69097,,
Kepler-263 b,Kepler-263,16.568087,2454979.15154,0.00238
HD 219828 b,HD 219828,3.83483,,
HD 38529 b,HD 38529,14.3099,2455200.3,0.05
HD 99492 b,HD 99492,17.0503,2454297.94,0.43
HD 99706 b,HD 99706,841.0,,
HIP 14810 d,HIP 14810,981.8,,
Kepler-746 b,Kepler-746,3.48159251,2454965.98997,0.00244
K2-384 d,K2-384,6.679582,2457392.4243,0.0042
HD 40307 b,HD 40307,4.3123,,
HATS-1 b,HATS-1,3.446459,2455241.28722,0.00071
HD 40979 b,HD 40979,264.14999,2452405.1,3.5
xi Aql b,xi Aql,136.97,,
OGLE-TR-132 b,OGLE-TR-132,1.689868,2453142.58884,9e-05
K2-385 b,K2-385,2.380867,2457393.4544,0.0049
HD 23079 b,HD 23079,735.74,,
HD 4203 b,HD 4203,431.88,2440618.8,6.0
HD 43691 b,HD 43691,36.9987,,
HD 41004 B b,HD 41004 B,1.3283,,
tau Boo b,tau Boo,3.3124568,2453104.828,0.012
K2-386 b,K2-386,7.473223,2457395.9056,0.0024
HD 231701 b,HD 231701,141.63,,
HD 204313 b,HD 204313,2041.11539,,
Kepler-1738 b,Kepler-1738,7.674630165,2454966.22431,0.00265
HD 5319 b,HD 5319,637.1,,
Pr0201 b,Pr0201,4.4264,,
K2-368 d,K2-368,20.201085,2456988.5374,0.0026
Pr0211 b,Pr0211,2.1461,,
bet Cnc b,bet Cnc,605.2,,
bet UMi b,bet UMi,522.3,,
Kapteyn c,Kapteyn,121.54,,
Kepler-754 b,Kepler-754,14.5596237,2454968.96181,0.00956
HD 207832 c,HD 207832,1155.7,,
CoRoT-24 b,CoRoT-24,5.1134,2454789.611,0.006
CoRoT-24 c,CoRoT-24,11.759,2454795.3803,0.0265
HIP 105854 b,HIP 105854,184.2,,
K2-138 c,K2-138,3.56004,2457740.32182,0.00087
HATS-63 b,HATS-63,3.0566527,2457659.93755,0.00089
CoRoT-22 b,CoRoT-22,9.75598,2454598.42014,0.00099
TYC 1422-614-1 b,TYC 1422-614-1,198.4,,
TYC 1422-614-1 c,TYC 1422-614-1,559.3,,
BD-11 4672 b,BD-11 4672,1634.0,,
BD+49 828 b,BD+49 828,2590.0,,
HD 1666 b,HD 1666,270.0,,
HD 67087 c,HD 67087,2374.0,,
Kepler-268 b,Kepler-268,25.934138,2454982.76209,0.00339
HATS-11 b,HATS-11,3.619188,2457313.27367,0.00033
Kepler-47 c,Kepler-47,303.227,2454944.362,0.067
K2-4 b,K2-4,10.003417,2456815.524,0.004
HD 175607 b,HD 175607,29.01,,
Kepler-772 b,Kepler-772,12.99207337,2454969.3195,0.00308
K2-384 f,K2-384,13.62749,2457392.6002,0.0009
HD 27631 b,HD 27631,2198.14,,
TOI-178 f,TOI-178,15.23335,2458745.7178,0.0023
HD 24064 b,HD 24064,535.59998,,
K2-21 c,K2-21,15.50192,2456988.471,0.002
K2-268 d,K2-268,4.528598,2457143.974654,0.003182
HD 98649 b,HD 98649,5384.0,,
K2-9 b,K2-9,18.4498,2456822.6712,0.0025
CoRoT-29 b,CoRoT-29,2.85057,2455753.115,0.001
K2-268 e,K2-268,6.131243,2457142.343959,0.00485
HATS-39 b,HATS-39,4.5776348,2457315.28338,0.00055
LkCa 15 b,LkCa 15,,,
HU Aqr AB c,HU Aqr,4368.0,,
HD 164595 b,HD 164595,40.0,,
K2-8 b,K2-8,10.35239,2456813.6114,0.003
kap And b,kap And,,,
PH1 b,PH1,138.317,2455074.49,0.052
GJ 676 A e,GJ 676 A,35.47358,,
BD+15 2940 b,BD+15 2940,137.48,,
HD 2952 b,HD 2952,312.08,,
SR 12 AB c,SR 12 AB,,,
GJ 667 C e,GJ 667 C,62.24,,
tau Gem b,tau Gem,305.5,,
GJ 667 C g,GJ 667 C,256.2,,
GJ 504 b,GJ 504,,,
HD 159243 c,HD 159243,248.4,,
ROXs 12 b,ROXs 12,,,
NGTS-14 A b,NGTS-14 A,3.5357173,2457502.5545,0.002
Kepler-36 b,Kepler-36,13.86825,2454974.6491,0.0032
Kepler-48 e,Kepler-48,982.0,,
LHS 1678 b,LHS 1678,0.8602325,2458998.15553,0.0007
HD 4203 c,HD 4203,6700.0,2453780.0,130.0
KOI-984 b,KOI-984,4.2881785,2454957.7837,0.0014
NGC 2682 YBP 401 b,NGC 2682 YBP 401,4.087,,
GJ 3998 b,GJ 3998,2.65033,2460202.964,0.249
HD 47366 b,HD 47366,360.08,,
K2-239 b,K2-239,5.24,2457908.191,
K2-233 d,K2-233,24.3681,2458005.5802,0.0016
HD 110082 b,HD 110082,10.18271,2458629.909,0.001
TOI-558 b,TOI-558,14.574071,2458871.07253,0.00053
K2-243 b,K2-243,11.54182,2457593.2062,0.0079
K2-255 b,K2-255,1.96417,2457583.3015,0.0008
K2-264 c,K2-264,19.660302,2458117.09169,0.00485
HD 211810 b,HD 211810,1558.0,,
Kepler-262 c,Kepler-262,21.853722,2454977.31467,0.00506
HD 111998 b,HD 111998,810.0,,
GJ 9827 b,GJ 9827,1.208974,2457738.8259,0.0005
HD 95089 c,HD 95089,1785.0,,
K2-368 c,K2-368,9.660186,2456977.8722,0.0037
HD 72892 b,HD 72892,39.44603,,
HD 128356 b,HD 128356,298.2,,
HD 165155 b,HD 165155,434.5,,
Kepler-761 b,Kepler-761,10.12804789,2454972.11542,0.00237
2MASS J22362452+4751425 b,2MASS J22362452+4751425,,,
CoRoT-21 b,CoRoT-21,2.72474,2454399.0282,0.0009
HD 13167 b,HD 13167,2613.0,,
WASP-177 b,WASP-177,3.071722,2457994.3714,0.00028
K2-339 b,K2-339,19.507428,2457153.004667,0.004642
EPIC 220674823 c,EPIC 220674823,13.33989,2457405.732,0.0016
K2-288 B b,K2-288 B,31.393463,2457063.402366,0.001162
TOI-640 b,TOI-640,5.003777,2458459.7413,0.0003
Gl 378 b,Gl 378,3.822,,
Kepler-766 b,Kepler-766,6.10027804,2454968.58673,0.00248
K2-107 b,K2-107,3.313959,2457311.15178,0.0003
Kepler-780 b,Kepler-780,0.677375164,2454966.94581,0.00143
HD 39855 b,HD 39855,3.2498,,
HD 92788 c,HD 92788,11611.2975,2450140.0,360.0
K2-224 b,K2-224,4.47904,2457585.6719,0.0135
EPIC 205950854 c,K2-168,8.050722,2456973.7648,0.01
EPIC 206032309 b,EPIC 206032309,2.87814,2456899.132,0.0017
K2-228 b,K2-228,2.69828,2457583.1943,0.0039
K2-229 b,K2-229,0.584216,2457646.56655,0.00046
TYC 4282-00605-1 b,TYC 4282-00605-1,101.54,,
HD 206255 b,HD 206255,96.045,,
Kepler-411 e,Kepler-411,31.509728,,
Kepler-454 c,Kepler-454,524.19,2457151.87,0.69
psi1 Dra B b,psi1 Dra B,3117.0,,
Kepler-758 b,Kepler-758,12.1097104,2454973.21293,0.00436
HD 208897 b,HD 208897,358.27,,
K2-128 b,K2-128,5.675819,2457255.503,0.002
K2-129 b,K2-129,8.239493,2457335.009,0.001
GJ 625 b,GJ 625,14.628,,
HATS-76 b,HATS-76,1.9416423,2458424.55556,0.00053
HATS-77 b,HATS-77,3.0876262,2459136.69378,0.0002
Wolf 1061 d,Wolf 1061,217.21,,
Wolf 1061 b,Wolf 1061,4.8869,,
HD 34445 d,HD 34445,117.87,,
NGTS-6 b,NGTS-6,0.882059,2457982.3784,0.0003
K2-343 c,K2-343,7.676972,2457144.624554,0.001285
HD 33844 b,HD 33844,551.40002,,
